/M6/S X,/M6/S Y
4.5,2.529371564426463e-05
4.52,2.539043980770123e-05
4.539999999999999,2.548893617639419e-05
4.559999999999999,2.558906471195367e-05
4.579999999999998,2.569069999580438e-05
4.599999999999998,2.579372940197853e-05
4.619999999999997,2.589805149364757e-05
4.639999999999997,2.600357463089431e-05
4.659999999999997,2.611021576745562e-05
4.679999999999996,2.621789941361003e-05
4.699999999999996,2.632655674347204e-05
4.719999999999995,2.643612482675474e-05
4.739999999999995,2.654654596726157e-05
4.759999999999994,2.665776713253481e-05
4.779999999999994,2.676973946121244e-05
4.799999999999994,2.688241783657103e-05
4.819999999999993,2.699576051637525e-05
4.839999999999993,2.710972881073984e-05
4.859999999999992,2.722428680089841e-05
4.879999999999992,2.733940109292636e-05
4.899999999999991,2.745504060137422e-05
4.919999999999991,2.757117635855566e-05
4.939999999999991,2.768778134591998e-05
4.95999999999999,2.780483034443426e-05
4.97999999999999,2.792229980147103e-05
4.999999999999989,2.804016771197928e-05
5.019999999999989,2.815841351214587e-05
5.039999999999988,2.827701798397684e-05
5.059999999999988,2.839596316949068e-05
5.079999999999988,2.851523229340084e-05
5.099999999999987,2.863480969336312e-05
5.119999999999987,2.875468075696804e-05
5.139999999999986,2.887483186479851e-05
5.159999999999986,2.899525033897284e-05
5.179999999999986,2.911592439666325e-05
5.199999999999985,2.923684310814882e-05
5.219999999999985,2.935799635901493e-05
5.239999999999984,2.94793748161469e-05
5.259999999999984,2.960096989719899e-05
5.279999999999983,2.972277374325512e-05
5.299999999999983,2.984477919440393e-05
5.319999999999983,2.996697976797849e-05
5.339999999999982,3.008936963922415e-05
5.359999999999982,3.021194362417845e-05
5.379999999999981,3.033469716456005e-05
5.399999999999981,3.045762631566553e-05
5.41999999999998,3.058072773394395e-05
5.43999999999998,3.070399866511171e-05
5.45999999999998,3.082743693668189e-05
5.479999999999979,3.095104095037484e-05
5.5,3.10748096756255e-05
