/inm X,/inm Y,/inp X,/inp Y,/pout2 X,/pout2 Y,/pout1 X,/pout1 Y,/CLK X,/CLK Y,/M0/S X,/M0/S Y
2.799237151472357e-09,3.9,2.799237151472357e-09,3.8,2.799237151472357e-09,0.1260530715834076,2.799237151472357e-09,2.749362110404471,2.799237151472357e-09,2.992371514723573,2.799237151472357e-09,4.961203196969643e-05
2.838577531818232e-09,3.9,2.838577531818232e-09,3.8,2.838577531818232e-09,0.0919874306213735,2.838577531818232e-09,2.28840005174286,2.838577531818232e-09,3.385775318182317,2.838577531818232e-09,5.547363350845926e-05
2.868057326943082e-09,3.9,2.868057326943082e-09,3.8,2.868057326943082e-09,0.05924887092247803,2.868057326943082e-09,1.867309140890504,2.868057326943082e-09,3.68057326943082,2.868057326943082e-09,5.689516385058932e-05
2.911188254330142e-09,3.9,2.911188254330142e-09,3.8,2.911188254330142e-09,0.02816300024000436,2.911188254330142e-09,1.257982782868596,2.911188254330142e-09,4.111882543301416,2.911188254330142e-09,5.821072578543978e-05
2.941990168377122e-09,3.9,2.941990168377122e-09,3.8,2.941990168377122e-09,0.03249396887291883,2.941990168377122e-09,0.885539689990703,2.941990168377122e-09,4.419901683771219,2.941990168377122e-09,5.737010522579793e-05
2.970995084188561e-09,3.9,2.970995084188561e-09,3.8,2.970995084188561e-09,0.05231474824222501,2.970995084188561e-09,0.6062231952752016,2.970995084188561e-09,4.709950841885607,2.970995084188561e-09,5.710782619289766e-05
3e-09,3.9,3e-09,3.8,3e-09,0.0639072280688423,3e-09,0.4218413926404621,3e-09,4.999999999999999,3e-09,5.549631997203248e-05
3.01097574100126e-09,3.9,3.01097574100126e-09,3.8,3.01097574100126e-09,0.050203636599062,3.01097574100126e-09,0.3599933093926083,3.01097574100126e-09,5,3.01097574100126e-09,5.578795528665542e-05
3.025884101999222e-09,3.9,3.025884101999222e-09,3.8,3.025884101999222e-09,0.03557903752411506,3.025884101999222e-09,0.286639332684011,3.025884101999222e-09,5,3.025884101999222e-09,5.53607718392544e-05
3.039698722609028e-09,3.9,3.039698722609028e-09,3.8,3.039698722609028e-09,0.02609617460572567,3.039698722609028e-09,0.2351323795587481,3.039698722609028e-09,5,3.039698722609028e-09,5.483842154801226e-05
3.067327963828641e-09,3.9,3.067327963828641e-09,3.8,3.067327963828641e-09,0.01410868399115387,3.067327963828641e-09,0.1646169127617869,3.067327963828641e-09,5,3.067327963828641e-09,5.337590348555023e-05
3.104562523550221e-09,3.9,3.104562523550221e-09,3.8,3.104562523550221e-09,0.006500470049531405,3.104562523550221e-09,0.1118369600839839,3.104562523550221e-09,5,3.104562523550221e-09,4.875020863470025e-05
3.148841768288831e-09,3.9,3.148841768288831e-09,3.8,3.148841768288831e-09,0.002704443102702497,3.148841768288831e-09,0.07704171210088041,3.148841768288831e-09,5,3.148841768288831e-09,3.734311678299037e-05
3.197262226053064e-09,3.9,3.197262226053064e-09,3.8,3.197262226053064e-09,0.0009427117713639723,3.197262226053064e-09,0.05044482894696675,3.197262226053064e-09,5,3.197262226053064e-09,2.465323990475541e-05
3.258319724392378e-09,3.9,3.258319724392378e-09,3.8,3.258319724392378e-09,0.0001093367634496638,3.258319724392378e-09,0.02755520994885767,3.258319724392378e-09,5,3.258319724392378e-09,1.456176325954907e-05
3.332923263998679e-09,3.9,3.332923263998679e-09,3.8,3.332923263998679e-09,-0.0001053710340556245,3.332923263998679e-09,0.01280391888680153,3.332923263998679e-09,5,3.332923263998679e-09,7.141068409970509e-06
3.409341103422931e-09,3.9,3.409341103422931e-09,3.8,3.409341103422931e-09,-8.974704656858682e-05,3.409341103422931e-09,0.00600859604813263,3.409341103422931e-09,5,3.409341103422931e-09,3.58264917094097e-06
3.508726203621049e-09,3.9,3.508726203621049e-09,3.8,3.508726203621049e-09,-5.263717974483725e-05,3.508726203621049e-09,0.002105494721018478,3.508726203621049e-09,5,3.508726203621049e-09,1.015001235726011e-06
3.647737866117219e-09,3.9,3.647737866117219e-09,3.8,3.647737866117219e-09,-1.585877534476839e-05,3.647737866117219e-09,0.0004187548483893262,3.647737866117219e-09,5,3.647737866117219e-09,4.100803616937813e-07
3.828485289350814e-09,3.9,3.828485289350814e-09,3.8,3.828485289350814e-09,-2.226597438937906e-06,3.828485289350814e-09,9.323209067985463e-06,3.828485289350814e-09,5,3.828485289350814e-09,-2.009637792113198e-07
4.093965385091418e-09,3.9,4.093965385091418e-09,3.8,4.093965385091418e-09,7.226332487381053e-07,4.093965385091418e-09,-3.662523246079907e-06,4.093965385091418e-09,5,4.093965385091418e-09,1.983936863914353e-07
4.517457732828977e-09,3.9,4.517457732828977e-09,3.8,4.517457732828977e-09,-4.522516978639688e-07,4.517457732828977e-09,-2.743375536262823e-06,4.517457732828977e-09,5,4.517457732828977e-09,-2.066138554898432e-07
5.237457732828977e-09,3.9,5.237457732828977e-09,3.8,5.237457732828977e-09,3.890239314528845e-07,5.237457732828977e-09,2.928564767510281e-06,5.237457732828977e-09,5,5.237457732828977e-09,2.089862373993142e-07
5.957457732828977e-09,3.9,5.957457732828977e-09,3.8,5.957457732828977e-09,-3.389929347092085e-07,5.957457732828977e-09,-2.445577317595057e-06,5.957457732828977e-09,5,5.957457732828977e-09,-2.100874516849106e-07
6.677457732828977e-09,3.9,6.677457732828977e-09,3.8,6.677457732828977e-09,2.99160392206208e-07,6.677457732828977e-09,1.726722637020745e-06,6.677457732828977e-09,5,6.677457732828977e-09,2.110988163542759e-07
7.397457732828977e-09,3.9,7.397457732828977e-09,3.8,7.397457732828977e-09,-2.59310947952006e-07,7.397457732828977e-09,-9.344837133292398e-07,7.397457732828977e-09,5,7.397457732828977e-09,-2.117326219297951e-07
8e-09,3.9,8e-09,3.8,8e-09,2.177607769819484e-07,8e-09,7.435588253856507e-08,8e-09,5,8e-09,2.122008950881065e-07
8.035336281509493e-09,3.9,8.035336281509493e-09,3.8,8.035336281509493e-09,-0.03622303529331318,8.035336281509493e-09,-0.03586092406403427,8.035336281509493e-09,4.646637184905079,8.035336281509493e-09,2.800960444982308e-06
8.088470512379863e-09,3.9,8.088470512379863e-09,3.8,8.088470512379863e-09,-0.07407663307768356,8.088470512379863e-09,-0.07369856231242808,8.088470512379863e-09,4.115294876201371,8.088470512379863e-09,5.899854883871202e-06
8.138439098334868e-09,3.9,8.138439098334868e-09,3.8,8.138439098334868e-09,-0.09545906396847938,8.138439098334868e-09,-0.09540917447142507,8.138439098334868e-09,3.615609016651325,8.138439098334868e-09,1.273708226931699e-05
8.186255726109301e-09,3.9,8.186255726109301e-09,3.8,8.186255726109301e-09,-0.0831922465339527,8.186255726109301e-09,-0.0841051930066537,8.186255726109301e-09,3.137442738906995,8.186255726109301e-09,2.454604928295175e-05
8.251250930074318e-09,3.9,8.251250930074318e-09,3.8,8.251250930074318e-09,-0.02550289466744438,8.251250930074318e-09,-0.02887434095263269,8.251250930074318e-09,2.487490699256826,8.251250930074318e-09,4.354363742500726e-05
8.336429671202449e-09,3.9,8.336429671202449e-09,3.8,8.336429671202449e-09,0.09723288108505632,8.336429671202449e-09,0.09481337189972061,8.336429671202449e-09,1.635703287975518,8.336429671202449e-09,5.85454542745835e-05
8.432349216277936e-09,3.9,8.432349216277936e-09,3.8,8.432349216277936e-09,0.4517277931593772,8.432349216277936e-09,0.4731791436320568,8.432349216277936e-09,0.676507837220643,8.432349216277936e-09,5.981997826388165e-05
8.466174608138968e-09,3.9,8.466174608138968e-09,3.8,8.466174608138968e-09,0.6441100784203997,8.466174608138968e-09,0.6851589185404825,8.466174608138968e-09,0.3382539186103246,8.466174608138968e-09,6.015831367653609e-05
8.5e-09,3.9,8.5e-09,3.8,8.5e-09,0.8441215765370103,8.5e-09,0.9106458154193686,8.5e-09,5.329070518200751e-15,8.5e-09,6.030320928977603e-05
8.512088515516365e-09,3.9,8.512088515516365e-09,3.8,8.512088515516365e-09,0.9264431370882019,8.512088515516365e-09,1.001433052254962,8.512088515516365e-09,0,8.512088515516365e-09,6.002264069323085e-05
8.528472997828713e-09,3.9,8.528472997828713e-09,3.8,8.528472997828713e-09,1.032923511955892,8.528472997828713e-09,1.119286803551101,8.528472997828713e-09,0,8.528472997828713e-09,5.975929068939355e-05
8.543563401566609e-09,3.9,8.543563401566609e-09,3.8,8.543563401566609e-09,1.119875796272762,8.543563401566609e-09,1.22095867458123,8.543563401566609e-09,0,8.543563401566609e-09,5.952009020023874e-05
8.573744209042402e-09,3.9,8.573744209042402e-09,3.8,8.573744209042402e-09,1.257346879028441,8.573744209042402e-09,1.400014800655117,8.573744209042402e-09,0,8.573744209042402e-09,5.918836176512619e-05
8.610199473722531e-09,3.9,8.610199473722531e-09,3.8,8.610199473722531e-09,1.362281448532632,8.610199473722531e-09,1.57481839705376,8.610199473722531e-09,0,8.610199473722531e-09,5.880742195304575e-05
8.665369737802411e-09,3.9,8.665369737802411e-09,3.8,8.665369737802411e-09,1.413985819998841,8.665369737802411e-09,1.777699259820835,8.665369737802411e-09,0,8.665369737802411e-09,5.836327902399247e-05
8.725623352973992e-09,3.9,8.725623352973992e-09,3.8,8.725623352973992e-09,1.357649682272744,8.725623352973992e-09,1.959263360397945,8.725623352973992e-09,0,8.725623352973992e-09,5.787458600903799e-05
8.791285557058873e-09,3.9,8.791285557058873e-09,3.8,8.791285557058873e-09,1.19503932436782,8.791285557058873e-09,2.155942254719696,8.791285557058873e-09,0,8.791285557058873e-09,5.732520787499983e-05
8.86420974648784e-09,3.9,8.86420974648784e-09,3.8,8.86420974648784e-09,0.9230441102109208,8.86420974648784e-09,2.382426223255178,8.86420974648784e-09,0,8.86420974648784e-09,5.659503948582183e-05
8.946213112031447e-09,3.9,8.946213112031447e-09,3.8,8.946213112031447e-09,0.6187407914265617,8.946213112031447e-09,2.614233013509523,8.946213112031447e-09,0,8.946213112031447e-09,5.58198797783362e-05
9.012336652640598e-09,3.9,9.012336652640598e-09,3.8,9.012336652640598e-09,0.4552934947629746,9.012336652640598e-09,2.777229063293402,9.012336652640598e-09,0,9.012336652640598e-09,5.482216036818576e-05
9.080892628780263e-09,3.9,9.080892628780263e-09,3.8,9.080892628780263e-09,0.3544323385647603,9.080892628780263e-09,2.943359279742029,9.080892628780263e-09,0,9.080892628780263e-09,5.189970342278009e-05
9.186059069675702e-09,3.9,9.186059069675702e-09,3.8,9.186059069675702e-09,0.268542481647876,9.186059069675702e-09,3.194626652978505,9.186059069675702e-09,0,9.186059069675702e-09,4.100467292871994e-05
9.276539186068245e-09,3.9,9.276539186068245e-09,3.8,9.276539186068245e-09,0.2226445474113663,9.276539186068245e-09,3.405452256313254,9.276539186068245e-09,0,9.276539186068245e-09,3.023970101464198e-05
9.389776060037482e-09,3.9,9.389776060037482e-09,3.8,9.389776060037482e-09,0.1708038142641594,9.389776060037482e-09,3.662635581010337,9.389776060037482e-09,0,9.389776060037482e-09,1.841436914046351e-05
9.520962116828243e-09,3.9,9.520962116828243e-09,3.8,9.520962116828243e-09,0.117700093954209,9.520962116828243e-09,3.949607596057327,9.520962116828243e-09,0,9.520962116828243e-09,6.39272330652426e-06
9.664570813797237e-09,3.9,9.664570813797237e-09,3.8,9.664570813797237e-09,0.07097846997624363,9.664570813797237e-09,4.238072527524822,9.664570813797237e-09,0,9.664570813797237e-09,-2.194716231148687e-07
9.825287954451982e-09,3.9,9.825287954451982e-09,3.8,9.825287954451982e-09,0.03767838164084947,9.825287954451982e-09,4.5088852139017,9.825287954451982e-09,0,9.825287954451982e-09,-7.550771463166105e-07
1.000065650605264e-08,3.9,1.000065650605264e-08,3.8,1.000065650605264e-08,0.01993009503850674,1.000065650605264e-08,4.707317707556443,1.000065650605264e-08,0,1.000065650605264e-08,-5.200094763251939e-07
1.019829352497245e-08,3.9,1.019829352497245e-08,3.8,1.019829352497245e-08,0.01108090386483625,1.019829352497245e-08,4.841474963010572,1.019829352497245e-08,0,1.019829352497245e-08,-2.515880539866676e-08
1.036347564820524e-08,3.9,1.036347564820524e-08,3.8,1.036347564820524e-08,0.006649491022450715,1.036347564820524e-08,4.905590912486509,1.036347564820524e-08,0,1.036347564820524e-08,-3.894377137804362e-07
1.061374195943149e-08,3.9,1.061374195943149e-08,3.8,1.061374195943149e-08,0.003055101617117255,1.061374195943149e-08,4.958536548800517,1.061374195943149e-08,0,1.061374195943149e-08,2.046152176028128e-07
1.088332843168671e-08,3.9,1.088332843168671e-08,3.8,1.088332843168671e-08,0.001328245617170797,1.088332843168671e-08,4.983096535293743,1.088332843168671e-08,0,1.088332843168671e-08,-2.988582892253137e-07
1.123250265550024e-08,3.9,1.123250265550024e-08,3.8,1.123250265550024e-08,0.0004740154029795765,1.123250265550024e-08,4.995086561417294,1.123250265550024e-08,0,1.123250265550024e-08,2.702921679334386e-07
1.165348268650626e-08,3.9,1.165348268650626e-08,3.8,1.165348268650626e-08,0.0001636434997710973,1.165348268650626e-08,4.998932368916676,1.165348268650626e-08,0,1.165348268650626e-08,-2.812407406336471e-07
1.216666666666667e-08,3.9,1.216666666666667e-08,3.8,1.216666666666667e-08,7.893692749518877e-05,1.216666666666667e-08,4.999838447104838,1.216666666666667e-08,0,1.216666666666667e-08,2.809635464995403e-07
1.235727119082115e-08,3.9,1.235727119082115e-08,3.876241809661794,1.235727119082115e-08,0.0006691962431889012,1.235727119082115e-08,5.004139445805191,1.235727119082115e-08,0,1.235727119082115e-08,-7.922456815529775e-09
1.25e-08,3.9,1.25e-08,3.933333333333333,1.25e-08,0.0005806997550433147,1.25e-08,5.007358925137932,1.25e-08,0,1.25e-08,-9.533984748038201e-09
1.252306470848566e-08,3.9,1.252306470848566e-08,3.942559216727597,1.252306470848566e-08,0.01921430649442842,1.252306470848566e-08,5.053085983370555,1.252306470848566e-08,0.2306470848565751,1.252306470848566e-08,-1.531086516339031e-07
1.256307072595785e-08,3.9,1.256307072595785e-08,3.958561623716472,1.256307072595785e-08,0.03665966493540295,1.256307072595785e-08,5.122578917307143,1.256307072595785e-08,0.6307072595784712,1.256307072595785e-08,-5.957364975221268e-07
1.259771805294874e-08,3.9,1.259771805294874e-08,3.972420554512829,1.259771805294874e-08,0.04189804571391601,1.259771805294874e-08,5.176981985102677,1.259771805294874e-08,0.9771805294873898,1.259771805294874e-08,-6.033449711744935e-07
1.26321923598077e-08,3.9,1.26321923598077e-08,3.986210277256415,1.26321923598077e-08,0.05835141286561711,1.26321923598077e-08,5.214556541751954,1.26321923598077e-08,1.321923598077036,1.26321923598077e-08,-5.993492813869177e-07
1.266666666666667e-08,3.9,1.266666666666667e-08,4,1.266666666666667e-08,0.06093331869076247,1.266666666666667e-08,5.193956428498613,1.266666666666667e-08,1.666666666666648,1.266666666666667e-08,-2.578129507683494e-07
1.268733145782094e-08,3.9,1.268733145782094e-08,4,1.268733145782094e-08,0.05327840052141279,1.268733145782094e-08,5.137022395476857,1.268733145782094e-08,1.873314578209373,1.268733145782094e-08,1.558469384920408e-07
1.272866104012948e-08,3.9,1.272866104012948e-08,4,1.272866104012948e-08,0.03522493721830659,1.272866104012948e-08,4.969570371725717,1.272866104012948e-08,2.28661040129479,1.272866104012948e-08,1.915524066802731e-06
1.276916574002061e-08,3.9,1.276916574002061e-08,4,1.276916574002061e-08,0.01469551712816458,1.276916574002061e-08,4.698876360885855,1.276916574002061e-08,2.691657400206049,1.276916574002061e-08,1.439044348542385e-06
1.281771205924796e-08,3.9,1.281771205924796e-08,4,1.281771205924796e-08,-0.01048944358643682,1.281771205924796e-08,4.177688449926619,1.281771205924796e-08,3.177120592479603,1.281771205924796e-08,5.886549127660528e-06
1.286737564274973e-08,3.9,1.286737564274973e-08,4,1.286737564274973e-08,-0.0241761066766763,1.286737564274973e-08,3.45643324630656,1.286737564274973e-08,3.673756427497295,1.286737564274973e-08,3.404050727447872e-05
1.287714346727595e-08,3.9,1.287714346727595e-08,4,1.287714346727595e-08,-0.0261937119443024,1.287714346727595e-08,3.286047863262634,1.287714346727595e-08,3.771434672759492,1.287714346727595e-08,3.875787997740934e-05
1.289597679013287e-08,3.9,1.289597679013287e-08,4,1.289597679013287e-08,-0.03022080017367677,1.289597679013287e-08,2.931313433108345,1.289597679013287e-08,3.959767901328684,1.289597679013287e-08,5.419283976410335e-05
1.291333583695678e-08,3.9,1.291333583695678e-08,4,1.291333583695678e-08,-0.03628416787471187,1.291333583695678e-08,2.577874289893784,1.291333583695678e-08,4.13335836956785,1.291333583695678e-08,5.926476238570372e-05
1.292568839907968e-08,3.9,1.292568839907968e-08,4,1.292568839907968e-08,-0.0424115187156046,1.292568839907968e-08,2.313776346403653,1.292568839907968e-08,4.256883990796754,1.292568839907968e-08,6.279074028826313e-05
1.293410478197698e-08,3.9,1.293410478197698e-08,4,1.293410478197698e-08,-0.04669616019591057,1.293410478197698e-08,2.13202322190397,1.293410478197698e-08,4.34104781976978,1.293410478197698e-08,6.020041309179924e-05
1.294315174950246e-08,3.9,1.294315174950246e-08,4,1.294315174950246e-08,-0.05008203346933483,1.294315174950246e-08,1.941977692768153,1.294315174950246e-08,4.431517495024548,1.294315174950246e-08,6.266095743797307e-05
1.295183946814276e-08,3.9,1.295183946814276e-08,4,1.295183946814276e-08,-0.05145719495350026,1.295183946814276e-08,1.768890802246673,1.295183946814276e-08,4.518394681427565,1.295183946814276e-08,5.9585769222998e-05
1.295933587150756e-08,3.9,1.295933587150756e-08,4,1.295933587150756e-08,-0.05136600190804364,1.295933587150756e-08,1.628077650670981,1.295933587150756e-08,4.593358715075559,1.295933587150756e-08,6.198000838274342e-05
1.296996974945492e-08,3.9,1.296996974945492e-08,4,1.296996974945492e-08,-0.04972033690554026,1.296996974945492e-08,1.442091046363221,1.296996974945492e-08,4.69969749454924,1.296996974945492e-08,5.885157536952347e-05
1.298498487472746e-08,3.9,1.298498487472746e-08,4,1.298498487472746e-08,-0.04488522941824784,1.298498487472746e-08,1.206326851413875,1.298498487472746e-08,4.849848747274626,1.298498487472746e-08,6.105836189733448e-05
1.3e-08,3.9,1.3e-08,4,1.3e-08,-0.03552272573255726,1.3e-08,0.9977367091768357,1.3e-08,4.999999999999979,1.3e-08,5.800061138687112e-05
1.300898611928236e-08,3.9,1.300898611928236e-08,4,1.300898611928236e-08,-0.04027409451049033,1.300898611928236e-08,0.8737964877099045,1.300898611928236e-08,5,1.300898611928236e-08,5.9447818124359e-05
1.301953867373026e-08,3.9,1.301953867373026e-08,4,1.301953867373026e-08,-0.04008685161011257,1.301953867373026e-08,0.7339848241111618,1.301953867373026e-08,5,1.301953867373026e-08,5.933141448264847e-05
1.302967251076865e-08,3.9,1.302967251076865e-08,4,1.302967251076865e-08,-0.0372937200979612,1.302967251076865e-08,0.6194910267683029,1.302967251076865e-08,5,1.302967251076865e-08,5.890564783959288e-05
1.304742960795717e-08,3.9,1.304742960795717e-08,4,1.304742960795717e-08,-0.03175054357634778,1.304742960795717e-08,0.4616486482609516,1.304742960795717e-08,5,1.304742960795717e-08,5.84196499171769e-05
1.307530683999955e-08,3.9,1.307530683999955e-08,4,1.307530683999955e-08,-0.02365577945352527,1.307530683999955e-08,0.2974565540613764,1.307530683999955e-08,5,1.307530683999955e-08,5.747197049383308e-05
1.310766356604935e-08,3.9,1.310766356604935e-08,4,1.310766356604935e-08,-0.01610879367106953,1.310766356604935e-08,0.190642154677405,1.310766356604935e-08,5,1.310766356604935e-08,5.67631568185388e-05
1.314270554317284e-08,3.9,1.314270554317284e-08,4,1.314270554317284e-08,-0.01032911184157848,1.314270554317284e-08,0.1313206859119491,1.314270554317284e-08,5,1.314270554317284e-08,5.583958857621019e-05
1.318240045004891e-08,3.9,1.318240045004891e-08,4,1.318240045004891e-08,-0.006175902804637464,1.318240045004891e-08,0.09907735938591589,1.318240045004891e-08,5,1.318240045004891e-08,5.496004173157221e-05
1.323049549809577e-08,3.9,1.323049549809577e-08,4,1.323049549809577e-08,-0.003352387113062717,1.323049549809577e-08,0.08153256859072654,1.323049549809577e-08,5,1.323049549809577e-08,5.289274675315111e-05
1.329181431747582e-08,3.9,1.329181431747582e-08,4,1.329181431747582e-08,-0.001749449488385096,1.329181431747582e-08,0.06630781263744616,1.329181431747582e-08,5,1.329181431747582e-08,4.112549007472665e-05
1.335408910030695e-08,3.9,1.335408910030695e-08,4,1.335408910030695e-08,-0.001277121145479609,1.335408910030695e-08,0.04488610176727678,1.335408910030695e-08,5,1.335408910030695e-08,2.36236449310796e-05
1.342162196736237e-08,3.9,1.342162196736237e-08,4,1.342162196736237e-08,-0.0009382188183727229,1.342162196736237e-08,0.02398395652996886,1.342162196736237e-08,5,1.342162196736237e-08,1.298240027193509e-05
1.350228427746037e-08,3.9,1.350228427746037e-08,4,1.350228427746037e-08,-0.0005094962341480293,1.350228427746037e-08,0.01046667679769166,1.350228427746037e-08,5,1.350228427746037e-08,5.762364628437397e-06
1.357897801959054e-08,3.9,1.357897801959054e-08,4,1.357897801959054e-08,-0.0002521641658073657,1.357897801959054e-08,0.004893127719167617,1.357897801959054e-08,5,1.357897801959054e-08,2.954483062873076e-06
1.367882391466575e-08,3.9,1.367882391466575e-08,4,1.367882391466575e-08,-0.0001004438018867685,1.367882391466575e-08,0.001685066176957084,1.367882391466575e-08,5,1.367882391466575e-08,7.419482594238979e-07
1.383031566842665e-08,3.9,1.383031566842665e-08,4,1.383031566842665e-08,-1.935892168145568e-05,1.383031566842665e-08,0.0002591031038768309,1.383031566842665e-08,5,1.383031566842665e-08,3.43396375894535e-07
1.402069985253712e-08,3.9,1.402069985253712e-08,4,1.402069985253712e-08,-1.869062749624824e-06,1.402069985253712e-08,-2.281843909875819e-06,1.402069985253712e-08,5,1.402069985253712e-08,-2.185600644928443e-07
1.432690971296749e-08,3.9,1.432690971296749e-08,4,1.432690971296749e-08,4.497202756464404e-07,1.432690971296749e-08,-7.611599584738012e-06,1.432690971296749e-08,5,1.432690971296749e-08,2.023908267715406e-07
1.479549674621298e-08,3.9,1.479549674621298e-08,4,1.479549674621298e-08,-1.434021442456196e-07,1.479549674621298e-08,5.607954123603397e-06,1.479549674621298e-08,5,1.479549674621298e-08,-1.940302405305439e-07
